project_id,client_id,sector,region,client_type,delivery_mode,start_date,end_date,duration_months,contract_value_usd,status,team_headcount,billable_hours,margin_pct
PRJ-00628,CLI-0284,Healthcare,North America,Existing,Hybrid,2022-11-26,2023-03-26,4,290600.0,Completed,5,2461,0.266
PRJ-00627,CLI-0266,Manufacturing,EMEA,Existing,Remote,2022-11-27,2023-03-27,4,206400.0,Completed,3,1448,0.328
PRJ-00617,CLI-0134,Financial Services,North America,Existing,Remote,2022-11-28,2023-04-28,5,463400.0,Completed,5,2818,0.2422
PRJ-00662,CLI-0202,Technology & Telecom,North America,New,Remote,2022-12-02,2023-07-02,7,628700.0,Completed,6,5675,0.285
PRJ-00650,CLI-0206,Retail & Consumer,APAC,Existing,Remote,2022-12-04,2023-05-04,5,481100.0,Completed,5,3123,0.3037
PRJ-00657,CLI-0315,Financial Services,EMEA,New,Remote,2022-12-05,2023-05-05,5,148400.0,Completed,2,1395,0.2449
PRJ-00680,CLI-0060,Retail & Consumer,EMEA,Existing,Remote,2022-12-05,2023-03-05,3,281400.0,Completed,4,1703,0.2084
PRJ-00684,CLI-0047,Financial Services,EMEA,Existing,On-site,2022-12-06,2023-02-06,2,300500.0,Completed,3,824,0.2707
PRJ-00676,CLI-0306,Energy & Utilities,North America,Existing,Remote,2022-12-06,2023-10-06,10,1011600.0,Completed,8,9383,0.2878
PRJ-00682,CLI-0383,Energy & Utilities,APAC,Existing,Hybrid,2022-12-06,2023-02-06,2,302400.0,Completed,2,531,0.2611
PRJ-00655,CLI-0228,Healthcare,APAC,New,On-site,2022-12-07,2023-05-07,5,320500.0,Completed,4,2780,0.3443
PRJ-00669,CLI-0023,Energy & Utilities,EMEA,Existing,Remote,2022-12-08,2023-08-08,8,458700.0,Cancelled,5,5708,0.3124
PRJ-00652,CLI-0231,Public Sector,North America,Existing,Remote,2022-12-09,2023-06-09,6,731600.0,Completed,9,7110,0.3317
PRJ-00668,CLI-0346,Public Sector,EMEA,New,Hybrid,2022-12-10,2023-05-10,5,396700.0,Completed,3,1946,0.2547
PRJ-00649,CLI-0132,Technology & Telecom,North America,Existing,Remote,2022-12-11,2023-07-11,7,747700.0,Completed,10,8708,0.2743
PRJ-00651,CLI-0078,Financial Services,APAC,Existing,Hybrid,2022-12-12,2023-07-12,7,558200.0,Completed,5,5377,0.205
PRJ-00675,CLI-0136,Healthcare,APAC,Existing,Hybrid,2022-12-12,2023-05-12,5,325400.0,Completed,2,1426,0.2568
PRJ-00681,CLI-0266,Technology & Telecom,EMEA,Existing,Hybrid,2022-12-12,2023-07-12,7,813400.0,Completed,8,8657,0.3126
PRJ-00666,CLI-0283,Retail & Consumer,North America,Existing,On-site,2022-12-14,2023-11-14,11,792100.0,Cancelled,10,14116,0.2084
PRJ-00660,CLI-0308,Manufacturing,APAC,Existing,Remote,2022-12-15,2023-04-15,4,432400.0,Completed,4,2147,0.3607
PRJ-00674,CLI-0170,Energy & Utilities,LATAM,New,Remote,2022-12-15,2023-07-15,7,365400.0,Completed,2,1898,0.2273
PRJ-00653,CLI-0051,Financial Services,North America,Existing,On-site,2022-12-15,2023-06-15,6,294900.0,Completed,3,2053,0.201
PRJ-00678,CLI-0241,Healthcare,North America,New,On-site,2022-12-16,2023-01-16,1,211600.0,Cancelled,3,382,0.2397
PRJ-00648,CLI-0164,Technology & Telecom,North America,Existing,Remote,2022-12-16,2023-07-16,7,774000.0,Completed,7,5804,0.2955
PRJ-00670,CLI-0136,Financial Services,North America,Existing,Remote,2022-12-16,2023-04-16,4,559000.0,Completed,5,2514,0.1489
PRJ-00685,CLI-0157,Financial Services,North America,Existing,Hybrid,2022-12-17,2023-05-17,5,216400.0,Completed,3,1975,0.3843
PRJ-00656,CLI-0277,Retail & Consumer,North America,Existing,Hybrid,2022-12-18,2023-06-18,6,190100.0,Completed,2,1599,0.2597
PRJ-00672,CLI-0012,Financial Services,North America,Existing,On-site,2022-12-19,2023-06-19,6,405300.0,Completed,4,2873,0.3435
PRJ-00665,CLI-0357,Manufacturing,EMEA,New,Hybrid,2022-12-19,2023-06-19,6,211600.0,Completed,4,3289,0.2483
PRJ-00683,CLI-0158,Healthcare,EMEA,Existing,Hybrid,2022-12-19,2023-05-19,5,530400.0,Cancelled,5,3272,0.2291
PRJ-00671,CLI-0267,Retail & Consumer,North America,Existing,Remote,2022-12-19,2023-03-19,3,180500.0,Completed,2,931,0.2942
PRJ-00667,CLI-0324,Energy & Utilities,North America,Existing,Remote,2022-12-20,2023-07-20,7,743500.0,Completed,6,4890,0.2556
PRJ-00661,CLI-0090,Financial Services,EMEA,Existing,Hybrid,2022-12-20,2023-06-20,6,433800.0,Completed,6,4337,0.3536
PRJ-00673,CLI-0260,Energy & Utilities,APAC,Existing,Hybrid,2022-12-21,2023-07-21,7,1104800.0,Completed,11,11508,0.2392
PRJ-00664,CLI-0211,Energy & Utilities,EMEA,Existing,Remote,2022-12-21,2023-09-21,9,1146400.0,Cancelled,12,15709,0.2681
PRJ-00659,CLI-0021,Technology & Telecom,EMEA,Existing,Remote,2022-12-21,2023-06-21,6,436900.0,Completed,5,3699,0.313
PRJ-00686,CLI-0324,Energy & Utilities,North America,New,On-site,2022-12-22,2023-08-22,8,1193500.0,Completed,14,12886,0.3117
PRJ-00647,CLI-0307,Financial Services,APAC,Existing,Hybrid,2022-12-23,2023-06-23,6,349100.0,Completed,4,2999,0.3228
PRJ-00663,CLI-0009,Manufacturing,APAC,Existing,Remote,2022-12-24,2023-04-24,4,333200.0,Cancelled,1,630,0.2901
PRJ-00658,CLI-0005,Manufacturing,APAC,New,Remote,2022-12-25,2023-04-25,4,335800.0,Completed,3,1471,0.2071
PRJ-00654,CLI-0360,Energy & Utilities,North America,Existing,Hybrid,2022-12-25,2023-04-25,4,283100.0,Completed,2,1260,0.2887
PRJ-00677,CLI-0021,Public Sector,North America,Existing,Hybrid,2022-12-27,2023-02-27,2,343600.0,Completed,5,1524,0.3673
PRJ-00679,CLI-0134,Financial Services,APAC,Existing,Remote,2022-12-28,2023-03-28,3,397000.0,Completed,2,818,0.252
PRJ-00704,CLI-0356,Retail & Consumer,EMEA,Existing,On-site,2023-01-03,2023-03-03,2,123500.0,Completed,1,225,0.3193
PRJ-00700,CLI-0026,Public Sector,APAC,Existing,On-site,2023-01-03,2023-08-03,7,363700.0,Completed,5,5050,0.3257
PRJ-00687,CLI-0380,Healthcare,EMEA,Existing,Hybrid,2023-01-06,2023-02-06,1,220300.0,Completed,3,354,0.3188
PRJ-00697,CLI-0245,Energy & Utilities,APAC,New,Hybrid,2023-01-06,2023-08-06,7,275500.0,Completed,2,1699,0.43
PRJ-00709,CLI-0328,Retail & Consumer,APAC,Existing,Remote,2023-01-07,2023-04-07,3,175400.0,Completed,4,1838,0.3218
PRJ-00705,CLI-0262,Public Sector,North America,Existing,Hybrid,2023-01-08,2023-05-08,4,317400.0,Completed,4,1955,0.1981
PRJ-00695,CLI-0038,Energy & Utilities,North America,New,Remote,2023-01-11,2023-08-11,7,281200.0,Completed,5,4348,0.1481
PRJ-00690,CLI-0213,Manufacturing,North America,Existing,Remote,2023-01-12,2023-02-12,1,215300.0,Completed,1,144,0.3448
PRJ-00699,CLI-0228,Energy & Utilities,North America,Existing,Hybrid,2023-01-13,2023-02-13,1,176100.0,Completed,2,312,0.2249
PRJ-00708,CLI-0068,Healthcare,North America,New,Hybrid,2023-01-14,2023-07-14,6,202600.0,Completed,1,699,0.2045
PRJ-00702,CLI-0402,Retail & Consumer,North America,New,Hybrid,2023-01-15,2023-02-15,1,139400.0,Completed,3,406,0.1823
PRJ-00706,CLI-0251,Public Sector,EMEA,New,Remote,2023-01-15,2023-05-15,4,283200.0,Completed,3,1505,0.2957
PRJ-00707,CLI-0352,Manufacturing,North America,Existing,Hybrid,2023-01-17,2023-06-17,5,169400.0,Completed,2,1172,0.1789
PRJ-00710,CLI-0323,Retail & Consumer,APAC,Existing,On-site,2023-01-17,2023-04-17,3,95100.0,Completed,1,427,0.2171
PRJ-00693,CLI-0295,Healthcare,EMEA,New,Hybrid,2023-01-20,2023-06-20,5,299600.0,Completed,1,687,0.2588
PRJ-00698,CLI-0054,Financial Services,North America,Existing,Hybrid,2023-01-20,2023-03-20,2,240200.0,Cancelled,2,556,0.2275
PRJ-00696,CLI-0030,Manufacturing,EMEA,Existing,Hybrid,2023-01-21,2023-04-21,3,252500.0,Completed,2,812,0.2962
PRJ-00688,CLI-0107,Public Sector,EMEA,New,On-site,2023-01-21,2023-05-21,4,319400.0,Completed,3,1743,0.2786
PRJ-00689,CLI-0038,Financial Services,EMEA,Existing,Remote,2023-01-23,2023-04-23,3,141200.0,Completed,1,365,0.4183
PRJ-00691,CLI-0075,Energy & Utilities,North America,Existing,On-site,2023-01-24,2023-08-24,7,406100.0,Completed,3,2592,0.2788
PRJ-00692,CLI-0149,Healthcare,North America,New,On-site,2023-01-25,2023-04-25,3,204000.0,Completed,3,1329,0.3761
PRJ-00701,CLI-0162,Energy & Utilities,EMEA,Existing,Remote,2023-01-26,2023-05-26,4,355700.0,Completed,2,1245,0.2167
PRJ-00703,CLI-0379,Technology & Telecom,North America,New,Remote,2023-01-26,2023-08-26,7,154900.0,Completed,3,3241,0.2041
PRJ-00694,CLI-0134,Retail & Consumer,North America,New,Remote,2023-01-27,2023-05-27,4,153800.0,Completed,2,1184,0.2968
PRJ-00743,CLI-0022,Manufacturing,EMEA,New,On-site,2023-02-01,2023-07-01,5,336100.0,Completed,3,1822,0.3045
PRJ-00734,CLI-0239,Healthcare,LATAM,New,On-site,2023-02-01,2023-09-01,7,299100.0,Completed,4,4334,0.3098
PRJ-00733,CLI-0022,Manufacturing,APAC,Existing,Hybrid,2023-02-02,2023-06-02,4,303200.0,Completed,2,1200,0.3865
PRJ-00739,CLI-0408,Energy & Utilities,APAC,Existing,Remote,2023-02-03,2023-06-03,4,144600.0,Completed,1,505,0.3309
PRJ-00738,CLI-0145,Technology & Telecom,EMEA,Existing,Hybrid,2023-02-04,2023-10-04,8,414500.0,Completed,3,3201,0.2766
PRJ-00725,CLI-0166,Public Sector,EMEA,New,Hybrid,2023-02-05,2023-11-05,9,559900.0,Completed,7,8617,0.2052
PRJ-00712,CLI-0352,Financial Services,EMEA,Existing,Remote,2023-02-06,2023-09-06,7,505200.0,Completed,4,3727,0.3241
PRJ-00717,CLI-0043,Retail & Consumer,North America,New,Hybrid,2023-02-07,2023-04-07,2,425200.0,Completed,4,1256,0.2432
PRJ-00718,CLI-0392,Healthcare,North America,Existing,Remote,2023-02-07,2023-07-07,5,196300.0,Completed,1,726,0.3217
PRJ-00715,CLI-0412,Technology & Telecom,North America,Existing,Hybrid,2023-02-08,2023-06-08,4,416200.0,Completed,3,1593,0.2394
PRJ-00726,CLI-0165,Technology & Telecom,North America,New,Hybrid,2023-02-08,2023-07-08,5,490500.0,Completed,5,2851,0.2898
PRJ-00724,CLI-0145,Retail & Consumer,EMEA,New,Remote,2023-02-08,2023-07-08,5,384500.0,Completed,3,1838,0.2853
PRJ-00729,CLI-0404,Energy & Utilities,APAC,Existing,Hybrid,2023-02-09,2023-06-09,4,460600.0,Completed,6,3356,0.3892
PRJ-00722,CLI-0136,Public Sector,North America,Existing,On-site,2023-02-09,2023-07-09,5,258000.0,Completed,2,1277,0.1801
PRJ-00720,CLI-0305,Manufacturing,North America,Existing,Hybrid,2023-02-10,2023-06-10,4,234900.0,Completed,1,485,0.2424
PRJ-00719,CLI-0253,Financial Services,EMEA,New,Hybrid,2023-02-11,2023-05-11,3,203900.0,Completed,3,1307,0.2786
PRJ-00742,CLI-0309,Energy & Utilities,EMEA,Existing,On-site,2023-02-12,2023-09-12,7,528600.0,Completed,6,5396,0.1899
PRJ-00727,CLI-0337,Manufacturing,EMEA,Existing,On-site,2023-02-12,2023-05-12,3,146000.0,Completed,1,462,0.2974
PRJ-00731,CLI-0276,Healthcare,LATAM,Existing,Hybrid,2023-02-13,2023-08-13,6,349800.0,Completed,4,3356,0.2994
PRJ-00713,CLI-0291,Energy & Utilities,EMEA,Existing,Hybrid,2023-02-14,2023-07-14,5,361700.0,Completed,4,2883,0.2029
PRJ-00714,CLI-0371,Healthcare,North America,Existing,Hybrid,2023-02-16,2023-05-16,3,157700.0,Completed,3,1319,0.3544
PRJ-00716,CLI-0416,Public Sector,LATAM,New,On-site,2023-02-18,2023-05-18,3,163700.0,Completed,1,415,0.2797
PRJ-00737,CLI-0105,Healthcare,EMEA,Existing,Hybrid,2023-02-21,2023-09-21,7,473700.0,Completed,6,4741,0.1891
PRJ-00740,CLI-0181,Healthcare,EMEA,Existing,Hybrid,2023-02-22,2023-06-22,4,149200.0,Completed,1,619,0.3753
PRJ-00732,CLI-0157,Manufacturing,North America,Existing,On-site,2023-02-22,2023-06-22,4,386900.0,Completed,1,516,0.3571
PRJ-00741,CLI-0200,Energy & Utilities,APAC,New,On-site,2023-02-22,2023-07-22,5,634500.0,Completed,5,3470,0.3251
PRJ-00730,CLI-0342,Financial Services,EMEA,Existing,On-site,2023-02-23,2023-05-23,3,467600.0,Completed,6,2771,0.295
PRJ-00735,CLI-0147,Public Sector,EMEA,Existing,Remote,2023-02-23,2023-05-23,3,573200.0,Completed,9,3920,0.2759
PRJ-00736,CLI-0136,Financial Services,North America,Existing,Remote,2023-02-23,2023-09-23,7,240300.0,Completed,2,1893,0.3525
PRJ-00711,CLI-0249,Healthcare,EMEA,New,Hybrid,2023-02-25,2023-05-25,3,468700.0,Completed,5,1903,0.2808
PRJ-00723,CLI-0039,Retail & Consumer,APAC,New,On-site,2023-02-26,2023-06-26,4,169400.0,Completed,3,1828,0.1265
PRJ-00728,CLI-0086,Manufacturing,North America,Existing,Hybrid,2023-02-27,2023-08-27,6,475700.0,Completed,5,4176,0.267
PRJ-00721,CLI-0185,Manufacturing,EMEA,Existing,On-site,2023-02-28,2023-06-28,4,449500.0,Completed,5,2992,0.2737
PRJ-00765,CLI-0313,Energy & Utilities,North America,Existing,Hybrid,2023-03-01,2023-10-01,7,798100.0,Completed,9,9155,0.2877
PRJ-00751,CLI-0164,Technology & Telecom,North America,Existing,Hybrid,2023-03-01,2023-08-01,5,452200.0,Completed,6,3980,0.256
PRJ-00754,CLI-0068,Healthcare,EMEA,Existing,Hybrid,2023-03-01,2023-08-01,5,250600.0,Completed,3,1700,0.244
PRJ-00757,CLI-0345,Public Sector,LATAM,Existing,Remote,2023-03-02,2023-06-02,3,131100.0,Completed,1,424,0.2967
PRJ-00749,CLI-0183,Energy & Utilities,LATAM,Existing,On-site,2023-03-04,2023-09-04,6,507400.0,Completed,4,3717,0.3716
PRJ-00769,CLI-0105,Healthcare,North America,Existing,On-site,2023-03-04,2023-10-04,7,194000.0,Completed,3,3259,0.3777
PRJ-00772,CLI-0283,Technology & Telecom,North America,New,On-site,2023-03-07,2023-09-07,6,553900.0,Completed,6,5035,0.2942
PRJ-00763,CLI-0184,Retail & Consumer,North America,Existing,Remote,2023-03-07,2023-05-07,2,213400.0,Completed,3,687,0.3896
PRJ-00748,CLI-0177,Energy & Utilities,North America,Existing,Remote,2023-03-08,2023-07-08,4,440100.0,Completed,5,2938,0.1975
PRJ-00755,CLI-0240,Financial Services,LATAM,Existing,Hybrid,2023-03-09,2023-06-09,3,475100.0,Completed,3,1129,0.2445
PRJ-00750,CLI-0400,Public Sector,APAC,New,Hybrid,2023-03-09,2023-07-09,4,238400.0,Completed,3,1846,0.2936
PRJ-00745,CLI-0080,Financial Services,North America,New,On-site,2023-03-09,2023-07-09,4,655000.0,Completed,6,3441,0.28
PRJ-00760,CLI-0285,Public Sector,North America,Existing,Hybrid,2023-03-10,2023-05-10,2,260100.0,Completed,1,247,0.4059
PRJ-00766,CLI-0289,Public Sector,North America,New,On-site,2023-03-11,2023-07-11,4,431200.0,Completed,5,2791,0.3456
PRJ-00771,CLI-0290,Energy & Utilities,North America,Existing,Remote,2023-03-14,2023-05-14,2,372600.0,Completed,5,1282,0.2248
PRJ-00774,CLI-0151,Energy & Utilities,EMEA,Existing,Hybrid,2023-03-14,2023-10-14,7,536300.0,Completed,5,4803,0.3489
PRJ-00780,CLI-0070,Financial Services,North America,New,Hybrid,2023-03-14,2023-07-14,4,404200.0,Completed,6,2810,0.2553
PRJ-00752,CLI-0334,Financial Services,EMEA,New,Remote,2023-03-15,2024-03-15,12,1271400.0,Completed,12,16325,0.3298
PRJ-00753,CLI-0396,Manufacturing,APAC,Existing,Hybrid,2023-03-15,2023-09-15,6,255900.0,Completed,1,731,0.2344
PRJ-00747,CLI-0332,Technology & Telecom,EMEA,New,Remote,2023-03-15,2023-11-15,8,693900.0,Completed,6,5417,0.3117
PRJ-00775,CLI-0017,Public Sector,North America,New,On-site,2023-03-16,2023-06-16,3,307100.0,Completed,2,710,0.2596
PRJ-00776,CLI-0024,Manufacturing,EMEA,New,Remote,2023-03-17,2023-06-17,3,178600.0,Cancelled,3,1212,0.141
PRJ-00762,CLI-0110,Manufacturing,APAC,Existing,Hybrid,2023-03-18,2023-10-18,7,244900.0,Completed,4,3606,0.2471
PRJ-00756,CLI-0391,Energy & Utilities,North America,New,On-site,2023-03-18,2023-08-18,5,718900.0,Completed,8,5611,0.4211
PRJ-00767,CLI-0381,Public Sector,North America,New,Hybrid,2023-03-18,2023-08-18,5,344100.0,Completed,4,2715,0.2832
PRJ-00744,CLI-0230,Retail & Consumer,APAC,Existing,Remote,2023-03-19,2023-08-19,5,366500.0,Completed,3,2028,0.3058
PRJ-00746,CLI-0397,Financial Services,LATAM,New,Hybrid,2023-03-19,2023-05-19,2,206200.0,Completed,3,751,0.1922
PRJ-00777,CLI-0151,Energy & Utilities,APAC,Existing,Hybrid,2023-03-19,2023-08-19,5,371700.0,Completed,6,4092,0.2763
PRJ-00770,CLI-0207,Financial Services,North America,New,Hybrid,2023-03-19,2023-07-19,4,594800.0,Completed,6,3001,0.332
PRJ-00768,CLI-0165,Financial Services,North America,Existing,Hybrid,2023-03-21,2023-07-21,4,381600.0,Cancelled,4,2513,0.3324
PRJ-00773,CLI-0108,Public Sector,APAC,Existing,Hybrid,2023-03-22,2023-08-22,5,273000.0,Completed,3,1908,0.2718
PRJ-00778,CLI-0141,Energy & Utilities,EMEA,New,Hybrid,2023-03-22,2023-10-22,7,633600.0,Completed,7,6968,0.3028
PRJ-00779,CLI-0360,Manufacturing,North America,New,On-site,2023-03-22,2023-08-22,5,445100.0,Completed,6,3934,0.2461
PRJ-00758,CLI-0047,Healthcare,LATAM,Existing,Hybrid,2023-03-23,2024-01-23,10,831000.0,Completed,9,10865,0.2733
PRJ-00764,CLI-0273,Energy & Utilities,EMEA,New,Hybrid,2023-03-24,2023-05-24,2,339500.0,Completed,3,689,0.3149
PRJ-00759,CLI-0314,Energy & Utilities,EMEA,New,Remote,2023-03-25,2023-07-25,4,467100.0,Completed,6,3357,0.3001
PRJ-00761,CLI-0192,Public Sector,LATAM,Existing,Hybrid,2023-03-26,2023-06-26,3,264300.0,Completed,3,1395,0.2432
PRJ-00792,CLI-0080,Retail & Consumer,APAC,Existing,Hybrid,2023-04-03,2023-07-03,3,140200.0,Completed,2,931,0.3617
PRJ-00801,CLI-0371,Public Sector,EMEA,New,Remote,2023-04-05,2023-09-05,5,309100.0,Completed,1,659,0.3098
PRJ-00790,CLI-0304,Financial Services,EMEA,Existing,Remote,2023-04-05,2023-11-05,7,368300.0,Completed,4,3780,0.3253
PRJ-00787,CLI-0411,Manufacturing,APAC,Existing,Remote,2023-04-05,2023-09-05,5,224200.0,Completed,2,1394,0.2481
PRJ-00797,CLI-0124,Technology & Telecom,EMEA,New,On-site,2023-04-07,2023-10-07,6,573100.0,Completed,4,3213,0.1303
PRJ-00782,CLI-0172,Technology & Telecom,North America,Existing,Remote,2023-04-09,2023-09-09,5,462800.0,Completed,5,3052,0.2905
PRJ-00791,CLI-0330,Energy & Utilities,North America,Existing,Hybrid,2023-04-09,2023-12-09,8,488500.0,Completed,8,8334,0.1883
PRJ-00788,CLI-0087,Manufacturing,North America,Existing,Hybrid,2023-04-09,2023-06-09,2,295600.0,Completed,2,557,0.3245
PRJ-00798,CLI-0103,Healthcare,North America,Existing,Remote,2023-04-12,2023-08-12,4,109100.0,Completed,1,516,0.2464
PRJ-00794,CLI-0173,Healthcare,LATAM,New,Hybrid,2023-04-14,2023-10-14,6,159500.0,Cancelled,1,794,0.239
PRJ-00789,CLI-0273,Manufacturing,APAC,Existing,Hybrid,2023-04-14,2023-10-14,6,317400.0,Completed,3,2652,0.3163
PRJ-00799,CLI-0364,Manufacturing,APAC,Existing,Remote,2023-04-14,2023-08-14,4,213800.0,Completed,1,504,0.2992
PRJ-00786,CLI-0292,Technology & Telecom,APAC,Existing,Hybrid,2023-04-17,2023-07-17,3,318900.0,Completed,4,1674,0.2976
PRJ-00796,CLI-0059,Financial Services,EMEA,Existing,Hybrid,2023-04-19,2023-11-19,7,479400.0,Completed,5,5175,0.2192
PRJ-00785,CLI-0400,Financial Services,EMEA,Existing,Remote,2023-04-21,2023-06-21,2,326400.0,Completed,3,828,0.267
PRJ-00784,CLI-0377,Financial Services,EMEA,New,Remote,2023-04-21,2023-09-21,5,283500.0,Completed,3,2186,0.284
PRJ-00802,CLI-0367,Manufacturing,EMEA,Existing,Hybrid,2023-04-21,2023-11-21,7,249200.0,Completed,3,2371,0.3766
PRJ-00800,CLI-0224,Healthcare,LATAM,Existing,On-site,2023-04-22,2023-10-22,6,292000.0,Completed,1,836,0.1591
PRJ-00793,CLI-0155,Retail & Consumer,North America,Existing,Remote,2023-04-24,2023-08-24,4,115000.0,Completed,1,528,0.2649
PRJ-00781,CLI-0344,Retail & Consumer,EMEA,Existing,Hybrid,2023-04-25,2023-07-25,3,137600.0,Completed,2,876,0.3294
PRJ-00795,CLI-0257,Public Sector,North America,Existing,Hybrid,2023-04-25,2023-09-25,5,148100.0,Completed,3,2234,0.3718
PRJ-00783,CLI-0370,Public Sector,APAC,Existing,Remote,2023-04-26,2023-10-26,6,226300.0,Completed,5,4674,0.2558
PRJ-00804,CLI-0028,Energy & Utilities,APAC,Existing,Remote,2023-05-01,2023-10-01,5,278500.0,Completed,1,651,0.1406
PRJ-00808,CLI-0040,Technology & Telecom,North America,Existing,On-site,2023-05-01,2023-11-01,6,437200.0,Completed,4,3158,0.245
PRJ-00827,CLI-0019,Retail & Consumer,EMEA,New,On-site,2023-05-01,2023-12-01,7,392900.0,Cancelled,5,5396,0.3859
PRJ-00815,CLI-0385,Technology & Telecom,EMEA,New,Hybrid,2023-05-02,2024-04-02,11,944800.0,Completed,10,14392,0.3607
PRJ-00803,CLI-0122,Financial Services,North America,Existing,Hybrid,2023-05-03,2023-11-03,6,515300.0,Completed,3,2061,0.1628
PRJ-00818,CLI-0414,Manufacturing,EMEA,Existing,Hybrid,2023-05-04,2023-07-04,2,290500.0,Completed,3,853,0.1392
PRJ-00826,CLI-0301,Energy & Utilities,LATAM,New,Hybrid,2023-05-05,2023-11-05,6,404900.0,Completed,4,3642,0.2285
PRJ-00816,CLI-0167,Technology & Telecom,North America,New,On-site,2023-05-06,2023-08-06,3,680700.0,Completed,6,2271,0.2674
PRJ-00825,CLI-0088,Technology & Telecom,EMEA,Existing,Remote,2023-05-06,2023-11-06,6,804200.0,Completed,8,6329,0.5205
PRJ-00824,CLI-0250,Healthcare,EMEA,Existing,Remote,2023-05-06,2024-03-06,10,890500.0,Completed,11,16477,0.3759
PRJ-00819,CLI-0062,Public Sector,EMEA,New,Hybrid,2023-05-07,2023-09-07,4,113200.0,Completed,1,540,0.2102
PRJ-00823,CLI-0129,Financial Services,North America,Existing,Hybrid,2023-05-07,2024-03-07,10,954600.0,Completed,11,17132,0.3077
PRJ-00805,CLI-0390,Manufacturing,EMEA,New,Remote,2023-05-11,2023-10-11,5,537200.0,Completed,6,4502,0.3664
PRJ-00806,CLI-0254,Retail & Consumer,EMEA,Existing,Hybrid,2023-05-11,2023-08-11,3,527900.0,Completed,5,1922,0.387
PRJ-00813,CLI-0293,Retail & Consumer,North America,New,Hybrid,2023-05-12,2023-11-12,6,254400.0,Completed,2,1429,0.2317
PRJ-00811,CLI-0356,Energy & Utilities,APAC,New,Hybrid,2023-05-12,2023-11-12,6,604500.0,Completed,4,3619,0.1488
PRJ-00812,CLI-0403,Manufacturing,North America,New,Hybrid,2023-05-14,2023-10-14,5,377900.0,Completed,5,3543,0.2034
PRJ-00807,CLI-0054,Healthcare,North America,Existing,On-site,2023-05-16,2024-03-16,10,757400.0,Completed,7,8932,0.3812
PRJ-00820,CLI-0355,Manufacturing,North America,Existing,On-site,2023-05-22,2023-09-22,4,245100.0,Completed,1,584,0.3806
PRJ-00821,CLI-0313,Retail & Consumer,North America,Existing,Hybrid,2023-05-23,2023-12-23,7,231400.0,Completed,3,2516,0.1026
PRJ-00809,CLI-0252,Retail & Consumer,EMEA,Existing,Remote,2023-05-24,2024-02-24,9,448800.0,Completed,4,5622,0.2395
PRJ-00810,CLI-0307,Manufacturing,EMEA,Existing,Hybrid,2023-05-27,2024-01-27,8,413000.0,Completed,6,6224,0.2196
PRJ-00817,CLI-0419,Energy & Utilities,North America,Existing,Remote,2023-05-27,2024-02-27,9,451600.0,Completed,4,4109,0.3052
PRJ-00822,CLI-0347,Financial Services,EMEA,New,Remote,2023-05-28,2024-01-28,8,309600.0,Completed,3,3122,0.2361
PRJ-00814,CLI-0302,Healthcare,EMEA,Existing,Remote,2023-05-28,2023-11-28,6,260000.0,Completed,4,2822,0.1978
PRJ-00851,CLI-0044,Technology & Telecom,EMEA,New,On-site,2023-06-01,2023-11-01,5,499000.0,Cancelled,4,2826,0.2651
PRJ-00847,CLI-0340,Public Sector,APAC,Existing,Hybrid,2023-06-01,2023-09-01,3,309400.0,Completed,3,1159,0.307
PRJ-00829,CLI-0258,Financial Services,North America,Existing,On-site,2023-06-01,2023-12-01,6,369100.0,Completed,3,2469,0.2079
PRJ-00861,CLI-0179,Healthcare,APAC,Existing,On-site,2023-06-03,2023-08-03,2,202300.0,Completed,2,515,0.295
PRJ-00844,CLI-0269,Retail & Consumer,North America,New,Remote,2023-06-04,2023-07-04,1,92300.0,Completed,1,135,0.221
